F01286,F01287,F01289,F01290,F00679,F00727,F00709
Cinnamomum,parthenoxylon,Lauraceae,Laurales,-0.8412412388046727,3.7301324475408175,-1.612675471008872
Cistus,albidus,Cistaceae,Malvales,-0.8367866307615561,1.9409949168545357,-0.2548612146265097
Cistus,calycinus,Cistaceae,Malvales,-0.660486398320397,1.881847792780877,-0.20738841534561062
Cistus,crispus,Cistaceae,Malvales,-0.8227007808152502,2.52003676585818,-0.4854802470367222
Cistus,halimifolius,Cistaceae,Malvales,-0.8786939327095946,2.2403200814738007,-0.14866829161881567
Cistus,ladanifer,Cistaceae,Malvales,-0.9332461662735686,2.226795782089849,-0.09861089457487265
Cistus,libanotis,Cistaceae,Malvales,-0.8528172307941627,2.3383594434867416,-0.2058152534813036
Cistus,monspeliensis,Cistaceae,Malvales,-0.6041447309050415,2.2929109689902534,-0.47328745189432575
Cistus,salviifolius,Cistaceae,Malvales,-0.8010943721145385,2.2678828720579176,-0.24142600719417867
Clarisia,biflora,Moraceae,Rosales,-1.264253735210866,3.69227640992092,-0.6455896786637296
Clarisia,racemosa,Moraceae,Rosales,-0.7112093233783539,2.5340487797879696,-0.8425046422333372
Cleidion,brevipetiolatum,Euphorbiaceae,Malpighiales,-0.20252426411147395,2.070811868849666,-1.386600270572083
Cleistogenes,squarrosa,Poaceae,Poales,-1.491654876777717,5.365742342862826,-2.162823150618887
Clethra,revoluta,Clethraceae,Ericales,-0.8828699276318621,3.385778536343156,-1.341299980128467
Clinopodium,nepeta,Lamiaceae,Lamiales,-1.3167682984712803,4.867534450455582,-1.973281345851445
Clitoria,javitensis,Fabaceae,Fabales,-0.3222197900242901,2.520045233152446,-1.5286206046868307
Clusia,alata,Clusiaceae,Malpighiales,-0.2053240982774091,1.9243332875245867,-0.9519086774355697
Clusia,ducuoides,Clusiaceae,Malpighiales,-0.35323412179113683,2.213177196753864,-0.9749679426200806
Clusia,elliptica,Clusiaceae,Malpighiales,-0.1979953382572016,2.0473967367020474,-1.327446306896919
Coccoloba,excelsa,Polygonaceae,Caryophyllales,-0.8871032927541169,2.9170122877272475,-0.8092542287932019
Coccoloba,manzinellensis,Polygonaceae,Caryophyllales,-0.7342801898986285,2.498546556996704,-0.6648286133055519
Comandra,umbellata,Santalaceae,Santalales,-1.1351132759510045,3.445590362853224,-1.0941579250920628
Combretum,collinum,Combretaceae,Myrtales,-0.6348782724359695,2.5249283241374862,-0.941608539858445
Combretum,decandrum,Combretaceae,Myrtales,-0.4721526131384609,2.3587757453038294,-1.1303419533573789
Convallaria,majalis,Asparagaceae,Asparagales,-0.8673815271712808,4.235455147957244,-2.1553834116274024
Coprosma,ciliata,Rubiaceae,Gentianales,-1.6094379124341003,4.516338972281476,-1.0788096613719298
Coprosma,foetidissima,Rubiaceae,Gentianales,-0.9942522733438669,3.7954891891721947,-1.5606477482646683
Coprosma,linariifolia,Rubiaceae,Gentianales,-0.5827820659672622,3.1038419942108035,-1.6278919687752758
Coprosma,lucida,Rubiaceae,Gentianales,-0.7985076962177716,3.258096538021482,-1.4696759700589417
Coprosma,rhamnoides,Rubiaceae,Gentianales,-1.6094379124341003,5.064491966886966,-1.6094379124341003
Cordiera,myrciifolia,Rubiaceae,Gentianales,-0.6088060321261943,2.6034301519721073,-0.7657178733947807
Coreopsis,palmata,Asteraceae,Asterales,-1.1086626245216111,4.727387818712341,-2.3025850929940455
Coriaria,arborea,Coriariaceae,Cucurbitales,-1.171182981502945,3.3105430133940246,-0.7765287894989963
Coriaria,nepalensis,Coriariaceae,Cucurbitales,-0.8209805520698302,3.4438022240442625,-1.5652480993864386
Cornus,bretschneideri,Cornaceae,Cornales,-0.7898506596884659,3.4126027150916673,-1.0553873401956106
Cornus,controversa,Cornaceae,Cornales,-0.4253362377505763,2.6876847819083753,-1.5961615792599948
Cornus,florida,Cornaceae,Cornales,-0.5941521291508067,3.148278758471226,-1.5979366205865417
Cornus,kousa,Cornaceae,Cornales,-0.970351008724099,3.943419006364818,-1.7643604967696704
Cornus,officinalis,Cornaceae,Cornales,-0.5947929241163122,2.666236911244377,-0.7669717403402866
Cornus,ulotricha,Cornaceae,Cornales,-0.492515122207834,2.5869264582422264,-1.358953328934706
Coronilla,juncea,Fabaceae,Fabales,-1.2036395265358157,2.056111871040096,-0.5289693909317653
Coronilla,minima,Fabaceae,Fabales,-0.8036555138945713,4.110837661113617,-1.6820084654839995
Corylus,ferox,Betulaceae,Fagales,-1.373575588712116,4.2238506926503625,-1.2332068313793185
Corylus,sieboldiana,Betulaceae,Fagales,-1.5768093921357913,4.889169309200653,-1.4522698886567686
Corynocarpus,laevigatus,Corynocarpaceae,Cucurbitales,-0.5310283310835102,3.1696648970181456,-1.8158212638659146
Corythophora,alta,Lecythidaceae,Ericales,-0.7985076962177716,2.4915511925066687,-0.5242486440981314
Cotoneaster,acutifolius,Rosaceae,Rosales,-1.5925807953676774,4.631792642548199,-1.2039728043259361
Cotoneaster,adpressus,Rosaceae,Rosales,-1.4120225096926218,4.483807694240553,-1.432507206031779
Cotoneaster,multiflorus,Rosaceae,Rosales,-1.4711988682103345,4.984803505157494,-1.769250478028886
Couepia,magnoliifolia,Chrysobalanaceae,Malpighiales,-1.3280254529959148,3.1467351470905185,-0.3930425881096072
Cranfillia,fluviatilis,Blechnaceae,Polypodiales,-1.171182981502945,3.758871825933971,-1.2378743560016174
Crataegus,monogyna,Rosaceae,Rosales,-0.8412412388046728,2.3113937952094306,-0.35561938552230143
Crataegus,pinnatifida,Rosaceae,Rosales,-1.540145085938151,4.65663128004649,-1.3051567539906619
Cratoxylum,cochinchinense,Hypericaceae,Malpighiales,-2.1126261090708796,3.48216274048526,-0.8915981192837836
Crepis,foetida,Asteraceae,Asterales,-1.3625778345025745,5.707110264748875,-2.631089159966082
Crepis,tectorum,Asteraceae,Asterales,-1.0788096613719298,4.77912349311153,-2.4079456086518722
Critoniopsis,floribunda,Asteraceae,Asterales,-0.7812136594283959,3.183113087778216,-1.2738928179763866
Critoniopsis,pycnantha,Asteraceae,Asterales,-0.5581943625143599,2.8216702749080937,-1.2604128377754826
Croton,kongensis,Euphorbiaceae,Malpighiales,-0.33574627835935533,2.1386880923726794,-0.9235036282140374
Cryptocarya,acutifolia,Lauraceae,Laurales,-0.05958488463468903,1.5643452063240455,-1.16841874155839
Cryptocarya,brachythyrsa,Lauraceae,Laurales,-0.11533603163924813,1.8677904879038763,-1.3755119132058362
Cryptocarya,chinensis,Lauraceae,Laurales,-0.3160762125112554,2.3162439827756893,-1.1867789964317554
Cryptocarya,concinna,Lauraceae,Laurales,-0.5179781260342697,2.8209824015337577,-1.1036340719413913
Cryptocarya,yunnanensis,Lauraceae,Laurales,-0.05479649959204169,1.47611288091566,-1.037783259508985
Cryptomeria,japonica,Cupressaceae,Cupressales,-0.5082871816713437,3.260886302718273,-1.7908018324085988
Cunninghamia,lanceolata,Cupressaceae,Cupressales,-0.6241027499844086,2.61275148324953,-2.0264889580610483
Cyathea,smithii,Cyatheaceae,Cyatheales,-1.171182981502945,3.40452517175483,-0.916290731874155
Cycas,nathorstii,Cycadaceae,Cycadales,-0.1441270107393119,2.4585957728055012,-1.6619240653630176
Cycas,panzhihuaensis,Cycadaceae,Cycadales,-0.08202383547859068,2.1546484518245945,-1.5803392257382185
Cydonia,oblonga,Rosaceae,Rosales,-0.9182927345448282,2.2425130299388965,-0.06875190230807043
Cystopteris,sudetica,Cystopteridaceae,Polypodiales,-0.7112585843411714,5.201413878835869,-2.6334333777209507
Cytisus,grandiflorus,Fabaceae,Fabales,-0.2984060358147566,1.1790898931449363,-0.2323726689041977
Dacrycarpus,dacrydioides,Podocarpaceae,Araucariales,-0.5039101966079766,2.8782873307037025,-1.5657783587953058
Dacrycarpus,imbricatus,Podocarpaceae,Araucariales,-0.7776545649754647,3.2880675240956068,-1.2269172770535706
Dacrydium,balansae,Podocarpaceae,Araucariales,-0.6708624923362305,2.6909108682866685,-0.7828083181574129
Dacrydium,cupressinum,Podocarpaceae,Araucariales,-0.672834879248067,3.2849865081609457,-1.5611796944848797
Dacrydium,gracile,Podocarpaceae,Araucariales,-0.6022101855678432,2.8637767814029216,-1.2468803053372126
Dacrydium,pectinatum,Podocarpaceae,Araucariales,-0.5807117512301572,2.705563779182268,-1.2649620759523656
Dacryodes,peruviana,Burseraceae,Sapindales,-0.817803785159501,3.1129613971627506,-1.2362134016675241
Dactylis,glomerata,Poaceae,Poales,-1.662985206575099,5.759531617965441,-1.9652510992207821
Dalea,purpurea,Fabaceae,Fabales,-0.9786981920027721,3.9247991068600374,-1.5284341282810134
Danthonia,intermedia,Poaceae,Poales,-0.9744496460476871,2.7450339821360643,-0.5389965013041156
Daphniphyllum,pentandrum,Daphniphyllaceae,Saxifragales,-1.2999943494238988,4.145923991344203,-1.3139736995402644
Daucus,carota,Apiaceae,Apiales,-1.3704210119636004,5.953243334287785,-2.551046452292545
Decaspermum,gracilentum,Myrtaceae,Myrtales,-1.8620746431430808,4.158726821151369,-0.8675005677047231
Dendropanax,dentigerus,Araliaceae,Apiales,-2.0612087734187763,5.4083710520356005,-0.8754687365539
Deschampsia,cespitosa,Poaceae,Poales,-1.7147984280919266,4.852030263919617,-1.4271163556401458
Descurainia,sophia,Brassicaceae,Brassicales,-2.0722673379318355,5.1278286821668875,-0.7444404749474959
Desmodium,canadense,Fabaceae,Fabales,-1.0788096613719298,4.836281906951478,-2.4079456086518722
Deutzia,glabrata,Hydrangeaceae,Cornales,-1.6928195213731514,5.368792365008639,-1.7307987702448195
Deutzia,grandiflora,Hydrangeaceae,Cornales,-1.113599030976433,5.05188206654559,-2.037017150403277
Dicksonia,squarrosa,Dicksoniaceae,Cyatheales,-0.416563973274428,2.803815831516592,-1.5989355520465838
Dicranopteris,linearis,Gleicheniaceae,Gleicheniales,-0.9888278231229926,3.444975004008043,-0.658745753842613
Dicranopteris,pedata,Gleicheniaceae,Gleicheniales,-1.5874318321714858,4.394205548089184,-0.9942522733438669
Didymocheton,spectabilis,Meliaceae,Sapindales,-0.08204192700361627,2.0624450465768707,-1.6161421255330106
Dioon,rzedowskii,Zamiaceae,Cycadales,-0.31657702086637884,2.7995032413958016,-1.4390269096843902
Dioscorea,nipponica,Dioscoreaceae,Dioscoreales,-1.6004781710626284,5.5768851853391865,-2.1541650878757723
Diospyros,strigosa,Ebenaceae,Ericales,-0.7134368523730527,3.1829261188349403,-1.0399672246486908
Diospyros,virginiana,Ebenaceae,Ericales,-0.7284135321169493,3.0892938056677437,-2.0427882240318005
Diplospora,dubia,Rubiaceae,Gentianales,-1.1996488328458814,4.423027436687124,-1.7966494517281293
Dovyalis,abyssinica,Salicaceae,Malpighiales,-0.4780358009429998,2.3758355547336385,-1.1086626245216111
Draba,nemorosa,Brassicaceae,Brassicales,-2.007306943920637,5.604183683891964,-0.6931471805599453
Dracophyllum,longifolium,Ericaceae,Ericales,-1.5132190546935576,4.871479538812571,-1.479375237402205
Drymocallis,arguta,Rosaceae,Rosales,-1.0319354308715785,3.876772620209502,-0.827150873272026
Dryopteris,lepidopoda,Dryopteridaceae,Polypodiales,-1.6101047997540257,4.809019966164863,-1.3745983232171646
Dryopteris,sparsa,Dryopteridaceae,Polypodiales,-1.6156865621454148,5.246567760697824,-1.688254121731035
Dussia,tessmannii,Fabaceae,Fabales,-0.8942846516115405,2.3821233962462887,-0.3505035505074508
Echinacea,serotina,Asteraceae,Asterales,-0.8915981192837836,3.5553480614894135,-1.5141277326297755
Ekebergia,capensis,Meliaceae,Sapindales,-0.3011050927839216,1.9892432737616872,-0.941608539858445
Elaeagnus,commutata,Elaeagnaceae,Rosales,-0.920298753271694,2.917456692508743,-0.8399177525013457
Elaeocarpus,dentatus,Elaeocarpaceae,Oxalidales,-0.5211164887848129,3.3367627618187212,-1.988006555293324
Elaeocarpus,dubius,Elaeocarpaceae,Oxalidales,-1.2108631550306903,4.067165311631414,-1.1454044504742698
Elaeocarpus,glabripetalus,Elaeocarpaceae,Oxalidales,-1.030953640194295,3.9846536964630537,-1.4842747694800944
Elaeocarpus,hookerianus,Elaeocarpaceae,Oxalidales,-0.8581790688169394,3.5092922518629455,-1.550621245552317
Elaeocarpus,sylvestris,Elaeocarpaceae,Oxalidales,-1.3208366600576509,3.914020790925127,-0.7923725797762123
Eleutherococcus,senticosus,Araliaceae,Apiales,-1.493879571799828,5.263640884001318,-2.014903023042265
Elymus,canadensis,Poaceae,Poales,-1.4696759700589417,5.662960480135946,-2.4079456086518722
Elymus,lanceolatus,Poaceae,Poales,-1.5087482869191498,4.551559169124093,-1.1769970115583412
Elymus,repens,Poaceae,Poales,-1.0963104469396598,4.415746081109688,-1.6152283228831679
Elymus,virginicus,Poaceae,Poales,-1.3155430382152649,5.821749388813304,-3.2172530922113074
Embelia,vestita,Primulaceae,Ericales,-1.5709386132834906,4.568821127540797,-1.185623664203194
Encephalartos,gratus,Zamiaceae,Cycadales,-0.01063973476744631,1.975897955932498,-1.5446506675433465
Endlicheria,anomala,Lauraceae,Laurales,-0.40346710544549125,2.3978952727983707,-1.1907275775759154
Endlicheria,arenosa,Lauraceae,Laurales,-1.4784096500276962,4.299731391947051,-1.3664917338237108
Endlicheria,bracteolata,Lauraceae,Laurales,-0.5008752929128226,2.995232148512309,-1.7092582477163114
Endlicheria,citriodora,Lauraceae,Laurales,-0.1839228381609285,2.3664984187376983,-1.7486999797676082
Endlicheria,longicaudata,Lauraceae,Laurales,-0.14502577205025774,1.8229350866965048,-1.248273063222516
Endlicheria,macrophylla,Lauraceae,Laurales,-0.6254885320861304,2.8909271591878647,-1.3509272172825992
Endlicheria,oreocola,Lauraceae,Laurales,-0.24143482128646124,2.271753209888837,-1.5475703410466854
Endlicheria,ruforamula,Lauraceae,Laurales,-0.19598244333293743,2.026230215913982,-1.2047156548377358
Endospermum,chinense,Euphorbiaceae,Malpighiales,-0.4293536979115015,3.2236847491146934,-1.4887454643367324
Engelhardia,roxburghiana,Juglandaceae,Fagales,-0.5529505500666617,3.735149608848126,-1.1639503554904942
Engelhardia,serrata,Juglandaceae,Fagales,-0.7731287782674005,3.1568839054262496,-1.2544277870370355
Engelhardia,spicata,Juglandaceae,Fagales,-0.4362465323831483,2.578244873837701,-1.1499083787174629
Ephedra,distachya,Ephedraceae,Ephedrales,-1.3173777801874338,3.883413725085303,-1.6284364555925948
Ephedra,fragilis,Ephedraceae,Ephedrales,-0.6789813257443353,1.2210552998275395,-0.6619703133346029
Equisetum,hyemale,Equisetaceae,Equisetales,-0.5148118682922136,4.010996642449863,-2.4709153579926775
Equisetum,pratense,Equisetaceae,Equisetales,-1.0454486269585386,5.314638012961702,-3.068747480941392
Eragrostis,trichodes,Poaceae,Poales,-1.5606477482646683,4.290459441148391,-0.941608539858445
Erica,arborea,Ericaceae,Ericales,-0.9663348068612736,2.649813790196861,-0.42400253186199627
Erica,scoparia,Ericaceae,Ericales,-1.3508306968443216,3.00616006713636,0.12019976634216999
Erigeron,canadensis,Asteraceae,Asterales,-1.0498221244986778,4.77912349311153,-2.4079456086518722
Erigeron,glabellus,Asteraceae,Asterales,-1.1847149888114397,3.9811057282116824,-1.2907429231479308
Erigeron,pumilus,Asteraceae,Asterales,-1.6947235067164608,4.437386082817152,-1.2039728043259361
Eriobotrya,japonica,Rosaceae,Rosales,-1.1430658694224145,3.8318969609488613,-0.941608539858445
Eriotheca,longitubulosa,Malvaceae,Malvales,-0.6018450221531594,2.491263878057017,-1.0485337405361344
Eriotheca,surinamensis,Malvaceae,Malvales,-0.41607115389538885,2.2893070833635614,-1.1742629013108288
Erysimum,inconspicuum,Brassicaceae,Brassicales,-2.104554242494911,5.885458494246953,-1.242333670187209
Eschweilera,albiflora,Lecythidaceae,Ericales,-0.8675005677047231,2.4973291697865574,-0.7174398731289899
Eschweilera,atropetiolata,Lecythidaceae,Ericales,-0.25877072895736086,1.4182774069729414,-0.5905905922348531
Eschweilera,bracteosa,Lecythidaceae,Ericales,-0.37106368139083207,1.7732559976634952,-0.7423374247507171
Eschweilera,coriacea,Lecythidaceae,Ericales,-0.36322312225298037,1.6784252954126566,-0.5536136025188059
Eschweilera,decolorans,Lecythidaceae,Ericales,-0.16016875215282134,1.091923300517313,-0.8698843590599994
Eschweilera,grandiflora,Lecythidaceae,Ericales,-0.45098562340997367,2.075684492802124,-0.7550225842780328
Eschweilera,ovata,Lecythidaceae,Ericales,-0.6772738314036552,2.5764217586237734,-0.8940401229393353
Eschweilera,parviflora,Lecythidaceae,Ericales,-0.22690060019192196,1.3635373739972745,-0.8556661100577202
Eschweilera,pedicellata,Lecythidaceae,Ericales,-0.4185503476568198,1.8468787684491346,-0.7215466550816433
Eschweilera,tenuifolia,Lecythidaceae,Ericales,-0.5533852381847867,1.8325814637483102,-0.7236063880446539
Eschweilera,truncata,Lecythidaceae,Ericales,-0.4845083154486173,2.3532782073095637,-0.908818717035454
Eschweilera,wachenheimii,Lecythidaceae,Ericales,-0.8278220838865469,2.7750856024383683,-0.7194911558995473
Eucalyptus,urophylla,Myrtaceae,Myrtales,-1.93489108257288,4.6654182663334485,-0.4620354595965587
Eugenia,biflora,Myrtaceae,Myrtales,-0.6971552019574841,2.7669478423496954,-0.8603830999358592
Eugenia,florida,Myrtaceae,Myrtales,-0.8590837081045772,3.260193886061436,-0.9713714130492543
Eugenia,lambertiana,Myrtaceae,Myrtales,-1.1301029557594804,3.339676525013905,-0.941608539858445
Eugenia,lisboae,Myrtaceae,Myrtales,-1.1056369036050742,3.038791763014438,-0.7657178733947807
Eugenia,patrisii,Myrtaceae,Myrtales,-0.8029620465671519,2.6004649904222727,-0.6655320135269719
Eugenia,protenta,Myrtaceae,Myrtales,-0.7874578600311866,2.961140828784372,-0.8255363686056909
Eugenia,pseudopsidium,Myrtaceae,Myrtales,-0.818710403535291,2.0068708488450007,-0.2836900511822435
Eugenia,pusilliflora,Myrtaceae,Myrtales,-0.5041810810473222,1.430311246536665,-0.5361434317502807
Eugenia,sinemariensis,Myrtaceae,Myrtales,-0.667284521034218,1.983753211073008,-0.2336555067447734
Eugenia,spruceana,Myrtaceae,Myrtales,-0.8509712657535126,2.7638002162067017,-0.9063404010209869
Eumachia,astrellantha,Rubiaceae,Gentianales,-1.1615520884419839,3.2156706939192525,-0.9728610833625494
Eumachia,podocephala,Rubiaceae,Gentianales,-0.3960099493374092,1.6601310267496185,-0.9014021193804044
Euonymus,alatus,Celastraceae,Celastrales,-1.4688972754941783,4.055448482509681,-0.0015611142383204757
Euonymus,verrucosus,Celastraceae,Celastrales,-1.4727240891182782,5.099906711159155,-1.9033090644547506
Euptelea,pleiosperma,Eupteleaceae,Ranunculales,-1.1412849539986583,4.099012521328839,-1.5705438487788042
Eurya,japonica,Pentaphylacaceae,Ericales,-0.9720365682098779,4.15350732360969,-1.370960159245884
Fagus,engleriana,Fagaceae,Fagales,-1.6918688864132598,4.5383184974605015,-0.8766815941674587
Fagus,grandifolia,Fagaceae,Fagales,-0.5046141855214374,2.9195163787362373,-1.264965641537519
Fagus,sylvatica,Fagaceae,Fagales,-0.9192162786827299,3.2326123571815595,-0.6035849823959787
Fallopia,convolvulus,Polygonaceae,Caryophyllales,-1.3862943611198906,5.303304908059076,-2.3025850929940455
Faramea,bangii,Rubiaceae,Gentianales,-0.2563126127057236,2.000827030044472,-1.2470034131234333
Faramea,capillipes,Rubiaceae,Gentianales,-1.04412410338404,3.17220341666977,-0.7721903879003982
Faramea,platyneura,Rubiaceae,Gentianales,-0.7360546815712219,3.2767673032839784,-0.9314043696842031
Faramea,torquata,Rubiaceae,Gentianales,-1.579879110192556,4.173001695045377,-0.9187938620922735
Ferdinandusa,hirsuta,Rubiaceae,Gentianales,-0.6891551592904078,3.2371085931292605,-1.4312917270506265
Ferdinandusa,rudgeoides,Rubiaceae,Gentianales,-1.1116975282167652,3.8057732055854356,-1.443923473956527
Festuca,christianii-bernardii,Poaceae,Poales,-1.3862943611198906,4.887337077751762,-1.8140050781753747
Festuca,hallii,Poaceae,Poales,-1.6001808911714235,4.418167587152136,-0.6936128109489512
Festuca,ovina,Poaceae,Poales,-1.6094379124341003,5.135798437050262,-1.7147984280919266
Festuca,rubra,Poaceae,Poales,-1.7147984280919266,5.150397236471415,-1.448169764837978
Ficus,apollinaris,Moraceae,Rosales,-1.214359897212423,3.2690336894992824,-0.6310489607871986
Ficus,carica,Moraceae,Rosales,-1.0000120724285002,3.0623500711846616,-0.5861222058828951
Ficus,citrifolia,Moraceae,Rosales,-0.50170071598899,2.142145134467161,-0.8981774694771245
Ficus,fistulosa,Moraceae,Rosales,-0.5403116508779313,2.4663207184287055,-0.8442822608814046
Ficus,langkokensis,Moraceae,Rosales,-0.49642426756493635,2.6422815588473534,-1.0175057284710127
Ficus,maclellandii,Moraceae,Rosales,-0.4204772287362306,2.581359531308449,-1.1029263619148184
Ficus,pertusa,Moraceae,Rosales,-0.6301723813985569,2.1397827427481695,-0.6376249543229666
Ficus,simplicissima,Moraceae,Rosales,-0.5861579918104619,2.869502734724189,-0.9210102986123909
Ficus,sodiroi,Moraceae,Rosales,-0.5525160508201997,1.949192143842161,-0.6017836476218645
Ficus,tonduzii,Moraceae,Rosales,-1.2143037637256262,3.8583320851366643,-0.8298071466420943
Ficus,variolosa,Moraceae,Rosales,-2.0180078354957436,4.965986542427374,-1.1394342831883648
Ficus,vasculosa,Moraceae,Rosales,-0.5611447343451818,2.4395541822875733,-0.9209365126545462
Filipendula,digitata,Rosaceae,Rosales,-1.6982691261407161,5.396386363677473,-1.7635885947613588
Fraxinus,americana,Oleaceae,Lamiales,-0.42952810021998306,3.0264108895061277,-1.6506446689571146
Fraxinus,angustifolia,Oleaceae,Lamiales,-0.7818964304125747,2.937420688479367,-1.034592086834784
Fraxinus,chinensis,Oleaceae,Lamiales,-0.6987234817684657,3.3389478374258847,-1.3891890622274734
Fraxinus,excelsior,Oleaceae,Lamiales,-0.6717306154038135,2.8179420709764242,-1.1162575018166856
Fraxinus,mandshurica,Oleaceae,Lamiales,-0.8273005412331669,4.0115219073561414,-1.3919373914417879
Fraxinus,nigra,Oleaceae,Lamiales,-0.5509148621262682,3.2953635102374483,-1.5837415663543963
Fuchsia,excorticata,Onagraceae,Myrtales,-1.0700664819963401,4.431153827467956,-2.017777627912743
Fumana,thymifolia,Cistaceae,Malvales,-0.8833396317344692,1.7075845310126203,-0.1929879963397587
Gahnia,procera,Cyperaceae,Poales,-1.1394342831883648,4.072439726834051,-1.6607312068216509
Gahnia,xanthocarpa,Cyperaceae,Poales,-0.7765287894989963,3.8199077165203406,-2.3025850929940455
Galearia,maingayi,Fabaceae,Fabales,-0.6011150951134516,1.7291067837174938,-0.28129227476065327
Galium,aparine,Rubiaceae,Gentianales,-1.6654793033177253,5.483130261962464,-1.8971199848858813
Galium,boreale,Rubiaceae,Gentianales,-1.7265336843103476,5.15235633994251,-1.1520620887487485
Garcinia,cowa,Clusiaceae,Malpighiales,-0.5090723006939426,3.005987073788039,-0.9974518324242551
Garcinia,oblongifolia,Clusiaceae,Malpighiales,-1.6597317064885675,4.5094299137072555,-1.2729656758128873
Garcinia,xanthochymus,Clusiaceae,Malpighiales,-0.281125834294097,1.7291020442081653,-0.8145896199242211
Garuga,floribunda,Burseraceae,Sapindales,-0.2081865232626629,2.1484456686256665,-1.2778192568327482
Geissanthus,vanderwerffii,Primulaceae,Ericales,-0.4902063365632549,1.9883483088309355,-0.7663197856904425
Genista,hirsuta,Fabaceae,Fabales,-0.8415601857027184,2.4158881056500805,-0.38198241498011165
Genista,triacanthos,Fabaceae,Fabales,-0.8679173212010655,2.5533958239963295,-0.33808601085468387
Gentiana,andrewsii,Gentianaceae,Gentianales,-1.171182981502945,4.859812404361672,-2.2072749131897207
Geranium,rotundifolium,Geraniaceae,Geraniales,-1.4653375684603434,5.459585514144159,-2.0874737133771
Ginkgo,biloba,Ginkgoaceae,Ginkgoales,-0.23986214318194113,2.808424409098236,-2.039759372620548
Gironniera,subaequalis,Cannabaceae,Rosales,-0.5512591357196561,3.014702775948744,-1.0436365530190241
Gleditsia,triacanthos,Fabaceae,Fabales,-0.5519490743098253,2.7540868672380068,-1.6753106565848082
Glochidion,eriocarpum,Phyllanthaceae,Malpighiales,-0.4660912924258198,2.6427354787094828,-1.3971893808911553
Glochidion,lanceolarium,Phyllanthaceae,Malpighiales,-0.5134772840896257,2.4427287003229705,-1.024153694560878
Gnetum,gnemon,Gnetaceae,Gnetales,-1.1385990539644237,3.352353244702885,-1.0122091334411751
Goniothalamus,griffithii,Annonaceae,Magnoliales,-0.20850609914111948,1.9886647410735852,-1.0907280204977472
Gordonia,fruticosa,Theaceae,Ericales,-0.5897668463679905,3.0689869325173236,-1.1291866161809363
Graffenrieda,emarginata,Melastomataceae,Myrtales,-0.3922034341249792,1.9151360405462732,-0.7155379684160376
Graffenrieda,harlingii,Melastomataceae,Myrtales,-0.7165181668831855,2.9209500967869455,-0.9360277925198747
Graffenrieda,uribei,Melastomataceae,Myrtales,-0.6747975223178577,2.7116547544111596,-1.1002917423040546
Grias,peruviana,Lecythidaceae,Ericales,-0.13193267126082564,1.638849385441349,-1.1125971445029652
Guarea,kunthiana,Meliaceae,Sapindales,-0.07106644843386022,1.8035155276842745,-1.4122106168562691
Guarea,macrophylla,Meliaceae,Sapindales,-0.3825057039732539,2.264324845022376,-1.2600006363379714
Guarea,subandina,Meliaceae,Sapindales,-1.0247114808285755,3.149781911562411,-0.8598910437104175
Gutierrezia,sarothrae,Asteraceae,Asterales,-1.3238831009984935,4.4387154166359855,-1.491654876777717
Gymnosporia,arbutifolia,Celastraceae,Celastrales,-0.6539264674066639,2.7650604558189897,-1.1086626245216111
Hakea,ceratophylla,Proteaceae,Proteales,-0.4942963218147801,3.9889840465642745,-2.7488721956224653
Hakea,cyclocarpa,Proteaceae,Proteales,-0.4942963218147801,4.1588830833596715,-2.8824035882469876
Hakea,linearis,Proteaceae,Proteales,-0.527632742082372,3.8066624897703196,-2.4651040224918206
Hakea,lissocarpha,Proteaceae,Proteales,-0.4942963218147801,4.060443010546419,-2.8134107167600364
Hakea,oldfieldii,Proteaceae,Proteales,-0.616186139423817,4.499809670330265,-3.036554268074246
Hakea,tuberculata,Proteaceae,Proteales,-0.579818495252942,4.343805421853684,-2.8134107167600364
Hakea,varia,Proteaceae,Proteales,-0.5447271754416722,4.02535169073515,-2.659260036932778
Halocarpus,biformis,Podocarpaceae,Araucariales,-0.446729908986019,2.394426509026899,-1.1946060314984155
Halocarpus,kirkii,Podocarpaceae,Araucariales,-0.4363367717752515,2.6595837293320734,-1.5082781280062203
Hamamelis,virginiana,Hamamelidaceae,Saxifragales,-0.5859323207614302,3.1983821300138326,-1.6445407651243737
Handroanthus,guayacan,Bignoniaceae,Lamiales,-0.11118243854320953,2.3960405798500517,-1.7808242562038603
Handroanthus,ochraceus,Bignoniaceae,Lamiales,-0.39691071719558796,2.4887416651024004,-1.5487376166535172
Harpullia,cupanioides,Sapindaceae,Sapindales,-0.31193492052774263,1.9424870775968468,-0.9024029873846818
Hedeoma,hispida,Lamiaceae,Lamiales,-1.5141277326297755,5.111987788356544,-1.8971199848858813
Hedera,helix,Araliaceae,Apiales,-0.6044039707255567,2.6615401246560184,-1.1775213653940861
Hedycarya,arborea,Minimiaceae,Laurales,-0.05593563233030319,2.606995283041733,-2.2299774214429315
Hedyosmum,goudotianum,Chloranthaceae,Chloranthales,-0.3892524929362632,2.779629051189108,-1.7129652399640711
Hedyosmum,purpurascens,Chloranthaceae,Chloranthales,-0.23184537951501796,2.765408235780482,-2.0404127882958063
Helesia,tetraptera,Styracaceae,Ericales,-1.337053301793563,3.7799020840593003,-2.2676470405598037
Helianthemum,almeriense,Cistaceae,Malvales,-0.528183741312198,0.925675274184316,-0.2713439389360259
